streetAddress,suburb,state,postcode,propertyType,bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,salePrice,saleDate,saleType,agency,landUse,developmentZone,parcelDetails,ownerType,openInRpdata,sourceFile,agencyBrand,saleYear,saleMonth,saleYearMonth,street,month_id,saleMonth_sin,saleMonth_cos,suburb_price_median_current,count,std,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_txn_count_12m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,suburb_house_price_median_current,suburb_house_txn_count_current,suburb_house_volatility_current,suburb_house_price_median_3m,suburb_house_price_median_6m,suburb_house_price_median_12m,suburb_house_txn_count_3m,suburb_house_txn_count_6m,suburb_house_txn_count_12m,suburb_house_volatility_3m,suburb_house_volatility_6m,suburb_house_volatility_12m,suburb_house_delta_3m,suburb_house_delta_12m,suburb_other_price_median_current,suburb_other_txn_count_current,suburb_other_volatility_current,suburb_other_price_median_3m,suburb_other_price_median_6m,suburb_other_price_median_12m,suburb_other_txn_count_3m,suburb_other_txn_count_6m,suburb_other_txn_count_12m,suburb_other_volatility_3m,suburb_other_volatility_6m,suburb_other_volatility_12m,suburb_other_delta_3m,suburb_other_delta_12m,rel_price_vs_suburb_median,rel_street_effect,propertyAge,propertyAgeBand
27/25-39 COOK ROAD,MITCHAM,VIC,3132,COMMERCIAL: INDUSTRIAL BUILDING,3.0,2.0,2.0,131.0,128.0,1980.0,671000.0,2024-05-02,Unknown,Other,Other,IN3Z,27/PS701357,Unknown,https://rpp.corelogic.com.au/property/27-25-39-cook-road-mitcham-vic-3132/16117265,propertyExport_20250901115240.csv,Other,2024,5,202405,Cook Road,91,0.49999999999999994,-0.8660254037844387,955888.0,27.0,455144.1563974751,931000.0,885500.0,943444.0,131.0,220.0,434.0,498581.37620186683,647864.5305664701,591083.9392506722,0.4593709923664122,0.00619789473684218,1125000.0,14.0,333933.0660213474,1125000.0,1132500.0,1181750.0,46.0,80.0,178.0,498253.32245235547,607423.4733454523,588408.1741983999,2.112033195020747,-0.04418011894647411,810000.0,13.0,431185.9271653423,810000.0,770500.0,770500.0,85.0,140.0,256.0,414114.74354133895,633857.5625910953,527882.9639377444,0.23664122137404586,-0.08448714326080808,0.701965083775505,1.0739048625925127,44.0,21+
2/18 ROTHERWOOD AVENUE,MITCHAM,VIC,3132,UNIT,3.0,3.0,2.0,208.0,128.0,1980.0,1340000.0,2024-05-02,Unknown,Woodards Blackburn,Strata Unit or Flat  (Unspecified),Unknown,2/PS915142,Owner Occupied,https://rpp.corelogic.com.au/property/2-18-rotherwood-avenue-mitcham-vic-3132/53634194,propertyExport_20250901115240.csv,Woodards,2024,5,202405,Rotherwood Avenue,91,0.49999999999999994,-0.8660254037844387,955888.0,27.0,455144.1563974751,931000.0,885500.0,943444.0,131.0,220.0,434.0,498581.37620186683,647864.5305664701,591083.9392506722,0.4593709923664122,0.00619789473684218,1125000.0,14.0,333933.0660213474,1125000.0,1132500.0,1181750.0,46.0,80.0,178.0,498253.32245235547,607423.4733454523,588408.1741983999,2.112033195020747,-0.04418011894647411,810000.0,13.0,431185.9271653423,810000.0,770500.0,770500.0,85.0,140.0,256.0,414114.74354133895,633857.5625910953,527882.9639377444,0.23664122137404586,-0.08448714326080808,1.4018378722193394,1.0409905253826586,44.0,21+
703 WHITEHORSE ROAD,MITCHAM,VIC,3132,Other,3.0,2.0,2.0,282.0,128.0,1980.0,890000.0,2024-05-02,Unknown,Other,Office Premises,C1Z,1/TP338513,Unknown,https://rpp.corelogic.com.au/property/703-whitehorse-road-mitcham-vic-3132/11861023,propertyExport_20250901115240.csv,Other,2024,5,202405,Whitehorse Road,91,0.49999999999999994,-0.8660254037844387,955888.0,27.0,455144.1563974751,931000.0,885500.0,943444.0,131.0,220.0,434.0,498581.37620186683,647864.5305664701,591083.9392506722,0.4593709923664122,0.00619789473684218,1125000.0,14.0,333933.0660213474,1125000.0,1132500.0,1181750.0,46.0,80.0,178.0,498253.32245235547,607423.4733454523,588408.1741983999,2.112033195020747,-0.04418011894647411,810000.0,13.0,431185.9271653423,810000.0,770500.0,770500.0,85.0,140.0,256.0,414114.74354133895,633857.5625910953,527882.9639377444,0.23664122137404586,-0.08448714326080808,0.9310714225934419,1.6644676326424734,44.0,21+
9 ALBERT STREET,MITCHAM,VIC,3132,HOUSE,3.0,1.0,1.0,414.0,169.0,2012.0,1145000.0,2024-04-28,Unknown,Other,Detached Dwelling,GRZ1,1/TP90780,Owner Occupied,https://rpp.corelogic.com.au/property/9-albert-street-mitcham-vic-3132/11846232,propertyExport_20250901115240.csv,Barry Plant,2024,4,202404,Albert Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.229860365198711,0.9819809364450549,12.0,6–20
212B/1 COLOMBO STREET,MITCHAM,VIC,3132,UNIT,1.0,1.0,1.0,3890.0,39.0,2012.0,283000.0,2024-04-27,Unknown,NOEL JONES - (BOX HILL & MITCHAM),OYO Subdivided Flat,MUZ,202B/PS632398,Rented,https://rpp.corelogic.com.au/property/212b-1-colombo-street-mitcham-vic-3132/16143289,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Colombo Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,0.3039742212674543,0.3438523475501624,12.0,6–20
30 DUDLEY STREET,MITCHAM,VIC,3132,HOUSE,4.0,2.0,2.0,981.0,154.0,1970.0,1275000.0,2024-04-27,Unknown,NOEL JONES MITCHAM,Detached Dwelling,NRZ3,247/LP8809,Owner Occupied,https://rpp.corelogic.com.au/property/30-dudley-street-mitcham-vic-3132/11850272,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Dudley Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.3694951664876478,0.9287635904925688,54.0,21+
2/10 ORIENT AVENUE,MITCHAM,VIC,3132,UNIT,3.0,1.0,2.0,215.0,126.0,1998.0,935500.0,2024-04-27,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ1,2/PS408905,Owner Occupied,https://rpp.corelogic.com.au/property/2-10-orient-avenue-mitcham-vic-3132/11855745,propertyExport_20250901115240.csv,Ray White,2024,4,202404,Orient Avenue,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.0048335123523093,0.8559773299085215,26.0,21+
59 ORIENT AVENUE,MITCHAM,VIC,3132,HOUSE,4.0,1.0,2.0,616.0,158.0,1960.0,1130000.0,2024-04-27,Unknown,NOEL JONES - (BOX HILL & MITCHAM),Detached Dwelling,NRZ3,12/LP58330,Owner Occupied,https://rpp.corelogic.com.au/property/59-orient-avenue-mitcham-vic-3132/11855918,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Orient Avenue,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.21374865735768,0.8526567104122516,64.0,21+
58 OWEN STREET,MITCHAM,VIC,3132,HOUSE,3.0,1.0,5.0,805.0,124.0,1980.0,1386000.0,2024-04-27,Unknown,Barry Plant - Blackburn,Detached Dwelling,NRZ3,27/LP20163,Owner Occupied,https://rpp.corelogic.com.au/property/58-owen-street-mitcham-vic-3132/11856283,propertyExport_20250901115240.csv,Barry Plant,2024,4,202404,Owen Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.4887218045112782,1.285221270813434,44.0,21+
15 PARKWAY LANE,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,175.0,175.0,1998.0,981000.0,2024-04-27,Unknown,Jellis Craig Whitehorse,OYO Subdivided Dwelling,NRZ3,102/PS449279,Owner Occupied,https://rpp.corelogic.com.au/property/15-parkway-lane-mitcham-vic-3132/11856433,propertyExport_20250901115240.csv,Jellis Craig,2024,4,202404,Parkway Lane,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.0537056928034372,,26.0,21+
13 COBHAM ROAD,MITCHAM,VIC,3132,HOUSE,3.0,2.0,2.0,1091.0,124.0,1980.0,0.0,2024-04-25,Nils And Wills,Unknown,Unknown,NRZ4,2/LP24366,Owner Occupied,https://rpp.corelogic.com.au/property/13-cobham-road-mitcham-vic-3132/11848442,propertyExport_20250901115240.csv,Other,2024,4,202404,Cobham Road,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,0.0,0.8435354402350822,44.0,21+
23 COCHRANE STREET,MITCHAM,VIC,3132,HOUSE,3.0,2.0,1.0,591.0,121.0,1960.0,1120000.0,2024-04-23,Unknown,NOEL JONES - (BOX HILL & MITCHAM),Detached Dwelling,NRZ3,4/LP15918,Owner Occupied,https://rpp.corelogic.com.au/property/23-cochrane-street-mitcham-vic-3132/11848550,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Cochrane Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.2030075187969924,1.1143933185949457,64.0,21+
432 SPRINGFIELD ROAD,MITCHAM,VIC,3132,HOUSE,3.0,1.0,2.0,618.0,172.0,1970.0,1115000.0,2024-04-23,Unknown,Jellis Craig Whitehorse,Detached Dwelling,GRZ1,55/LP68322,Owner Occupied,https://rpp.corelogic.com.au/property/432-springfield-road-mitcham-vic-3132/11858776,propertyExport_20250901115240.csv,Jellis Craig,2024,4,202404,Springfield Road,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.1976369495166488,0.8496876972922274,54.0,21+
56 CHURINGA AVENUE,MITCHAM,VIC,3132,HOUSE,4.0,2.0,3.0,592.0,234.0,2024.0,1026000.0,2024-04-20,Unknown,NOEL JONES - (BOX HILL & MITCHAM),Detached Dwelling,NRZ3,33/LP43390,Owner Occupied,https://rpp.corelogic.com.au/property/56-churinga-avenue-mitcham-vic-3132/11848296,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Churinga Avenue,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.1020408163265305,1.0399370686195406,0.0,0–5
4/33-37 MCDOWALL STREET,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,246.0,124.0,2004.0,0.0,2024-04-20,Nils And Wills,Unknown,Townhouse,RGZ1,4/PS516457,Rented,https://rpp.corelogic.com.au/property/4-33-37-mcdowall-street-mitcham-vic-3132/11853777,propertyExport_20250901115240.csv,Other,2024,4,202404,Mcdowall Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,0.0,1.5515798176661653,20.0,6–20
3/25 GLENBURNIE ROAD,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,228.0,123.0,2000.0,942000.0,2024-04-19,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ3,3/PS410133,Rented,https://rpp.corelogic.com.au/property/3-25-glenburnie-road-mitcham-vic-3132/11851307,propertyExport_20250901115240.csv,Other,2024,4,202404,Glenburnie Road,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.011815252416756,1.4474791900415702,24.0,21+
6/64-70 DONCASTER EAST ROAD,MITCHAM,VIC,3132,UNIT,3.0,1.0,2.0,190.0,134.0,1999.0,810000.0,2024-04-15,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,RGZ1,6/PS427294,Rented,https://rpp.corelogic.com.au/property/6-64-70-doncaster-east-road-mitcham-vic-3132/11850123,propertyExport_20250901115240.csv,Other,2024,4,202404,Doncaster East Road,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,0.8700322234156821,0.7503025087758363,25.0,21+
29 SCOTT STREET,MITCHAM,VIC,3132,HOUSE,3.0,2.0,2.0,496.0,153.0,1980.0,1228000.0,2024-04-14,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ3,1/PS316818,Owner Occupied,https://rpp.corelogic.com.au/property/29-scott-street-mitcham-vic-3132/11858402,propertyExport_20250901115240.csv,Jellis Craig,2024,4,202404,Scott Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.3190118152524168,0.8393187909392918,44.0,21+
10A COMPTON STREET,MITCHAM,VIC,3132,HOUSE,3.0,2.0,1.0,310.0,144.0,1990.0,934000.0,2024-04-13,Unknown,Barry Plant Manningham,Detached Dwelling,NRZ4,2/PS335196,Rented,https://rpp.corelogic.com.au/property/10a-compton-street-mitcham-vic-3132/11848726,propertyExport_20250901115240.csv,Barry Plant,2024,4,202404,Compton Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.0032223415682062,0.8554731011033303,34.0,21+
2/2 HOPETOUN STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,205.0,100.0,2002.0,865000.0,2024-04-13,Unknown,NOEL JONES - (BOX HILL & MITCHAM),Single Strata Unit/Villa Unit/Townhouse,NRZ3,2/PS503659,Owner Occupied,https://rpp.corelogic.com.au/property/2-2-hopetoun-street-mitcham-vic-3132/11852604,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Hopetoun Street,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,0.9291084854994629,0.8978001571233084,22.0,21+
3 MOUNTFIELD ROAD,MITCHAM,VIC,3132,HOUSE,4.0,2.0,4.0,855.0,163.0,1979.0,1355000.0,2024-04-13,Unknown,Unknown,Detached Dwelling,NRZ4,220/LP26189,Owner Occupied,https://rpp.corelogic.com.au/property/3-mountfield-road-mitcham-vic-3132/11855293,propertyExport_20250901115240.csv,Other,2024,4,202404,Mountfield Road,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.4554242749731472,1.079435204216762,45.0,21+
23 QUARRY ROAD,MITCHAM,VIC,3132,HOUSE,3.0,1.0,3.0,719.0,156.0,1980.0,1072500.0,2024-04-13,Unknown,Other,Detached Dwelling,NRZ4,2/LP29696,Owner Occupied,https://rpp.corelogic.com.au/property/23-quarry-road-mitcham-vic-3132/11857260,propertyExport_20250901115240.csv,Other,2024,4,202404,Quarry Road,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.1519871106337272,0.903986982254835,44.0,21+
1 SALVANA AVENUE,MITCHAM,VIC,3132,HOUSE,5.0,2.0,2.0,795.0,128.0,1980.0,1201000.0,2024-04-13,Unknown,NOEL JONES - (BOX HILL & MITCHAM),Detached Dwelling,GRZ1,52/LP64367,Rented,https://rpp.corelogic.com.au/property/1-salvana-avenue-mitcham-vic-3132/11858249,propertyExport_20250901115240.csv,Noel Jones,2024,4,202404,Salvana Avenue,90,0.8660254037844387,-0.4999999999999998,931000.0,54.0,491508.02406040084,732500.0,885500.0,940500.0,113.0,229.0,438.0,840999.7585049705,642482.7617649833,586712.4641588335,0.10833333333333339,0.13883792048929666,1120000.0,17.0,596106.6358660415,1120000.0,1161750.0,1181750.0,36.0,83.0,177.0,796193.9548910912,612939.4477166793,606130.849918275,-0.01754385964912286,-0.024814976055724913,847000.0,37.0,426946.07765920635,655000.0,724500.0,770500.0,77.0,146.0,261.0,861490.3126832178,618197.928741142,514810.61133971467,0.07760814249363879,0.17435008665511265,1.2900107411385606,0.9345061768323194,44.0,21+
